L,R,F,M,C
16,4,11,22486,0.583464378
38,18,7,16254,0.807142857
64,2,18,19811,0.662213922
87,1,14,17497,0.749771961
112,2,17,25289,0.518738187
85,2,11,21090,0.6219578
20,1,17,20339,0.644911746
31,0,16,18928,0.692843407
55,0,9,9015,1.454537992
13,0,18,20747,0.631976189
68,5,9,13589,0.964845831
73,0,15,20407,0.64245161
106,5,12,16367,0.80102279
30,2,8,13570,0.965928519
26,15,4,18541,0.706933283
65,2,21,20183,0.649415845
74,2,10,20770,0.631
20,0,13,14204,0.922621093
25,0,9,20938,0.625753654
23,1,29,21925,0.597505131
34,0,17,20811,0.629480563
33,0,27,22421,0.58427501
15,0,9,21539,0.608186545
69,2,17,19036,0.68810622
16,2,10,18363,0.713300114
25,0,17,21469,0.610089431
29,0,13,19706,0.664659495
23,0,13,16099,0.81348531
65,4,10,19843,0.659975306
51,1,5,21190,0.618
26,4,9,16756,0.781514085
81,20,3,16516,0.792837249
102,10,6,16140,0.811304213
100,5,16,17583,0.744713644
30,18,13,18197,0.719538935
63,0,4,9140,1.4325
22,0,9,16715,0.783247383
81,0,14,15843,0.826232405
15,7,9,16279,0.804096075
49,3,9,14178,0.923215545
81,4,17,17086,0.766042959
19,0,15,16693,0.784047205
81,12,8,16748,0.781439575
64,1,7,15373,0.85132505
77,3,7,14895,0.878626385
18,0,14,24149,0.541895317
83,3,17,14948,0.875395371
94,3,5,20176,0.648561657
78,0,12,17752,0.737083709
47,8,11,14900,0.878130872
81,4,16,16941,0.772135647
76,2,5,19652,0.665617749
83,3,25,18339,0.71326081
109,1,17,24182,0.540858903
76,2,18,27790,0.47052249
37,9,16,16779,0.779275285
49,0,17,20082,0.65105617
42,0,14,23568,0.554736507
27,0,12,28472,0.459184111
40,0,13,22481,0.581510609
12,0,9,16255,0.804162412
79,2,16,16367,0.798618562
22,1,6,16621,0.786379881
101,6,12,13826,0.945262549
67,6,7,17507,0.746457417
22,0,14,19451,0.671846178
20,0,21,28478,0.458876677
40,0,6,11086,1.178769619
33,6,21,17903,0.729884377
54,0,10,17644,0.740507821
20,11,13,19953,0.65477873
94,6,6,15540,0.840698198
36,3,25,18078,0.722662352
78,8,5,9600,1.360765625
16,2,12,19298,0.676927143
75,12,13,16324,0.800171527
66,7,12,14775,0.884060237
28,0,11,21382,0.610867552
27,9,13,29388,0.444402817
32,12,5,16652,0.784290175
13,0,24,19714,0.66243989
18,4,12,19131,0.682587424
83,1,21,16376,0.797418173
98,0,8,16326,0.799682715
82,5,8,18042,0.723597162
12,7,7,16684,0.782415488
76,0,5,9325,1.399865952
64,7,24,12516,1.042932247
21,1,11,20779,0.628108186
38,5,14,16887,0.772820513
76,5,5,17352,0.752097741
18,1,10,16067,0.812187714
43,0,14,13403,0.973616355
94,2,13,22953,0.568520891
75,0,12,17558,0.743203668
37,19,4,10142,1.286629856
73,6,12,19574,0.666641463
83,0,17,23017,0.56688969
75,4,4,14914,0.87488132
85,2,16,18310,0.712608957
24,0,14,17804,0.732768479
103,2,8,14030,0.929759088
27,0,21,23705,0.550270829
76,1,23,15098,0.863942244
27,3,15,16997,0.767378949
55,0,14,23483,0.555370694
81,4,12,17666,0.738230499
25,0,14,17961,0.726084294
19,0,25,20705,0.629774934
60,5,19,23047,0.565720484
82,7,7,9356,1.393374305
97,0,7,19908,0.654788527
58,2,13,16187,0.805285723
102,1,12,24486,0.532311117
37,4,18,20819,0.625978673
16,0,16,23023,0.565982279
46,0,12,20423,0.638031631
112,0,5,9241,1.41
64,2,12,22107,0.589380287
78,2,10,17141,0.760107928
26,1,16,21118,0.616933422
44,2,12,17556,0.742090453
106,0,10,20466,0.636549399
104,2,11,19400,0.671514948
28,7,6,19265,0.676209188
13,1,4,25560,0.509640063
104,1,9,16626,0.783486106
34,4,10,15106,0.862256719
69,17,9,15433,0.843983671
28,2,13,34294,0.379783636
88,4,6,16015,0.813140805
77,5,9,17961,0.724960748
73,0,9,17613,0.739247147
69,2,22,30674,0.424454913
28,7,8,23144,0.5625
96,2,15,28359,0.459051095
79,2,16,17140,0.759484831
52,1,12,17749,0.733249761
17,13,8,17632,0.738109687
24,1,13,20443,0.63648486
80,0,11,19159,0.679131479
17,0,19,16324,0.797049743
107,0,18,23304,0.558261243
34,1,17,16336,0.796376102
30,0,9,20546,0.63309744
40,2,22,18204,0.714545704
18,7,22,15953,0.81534821
62,2,7,25937,0.501478968
23,0,12,18634,0.698000966
20,3,11,14599,0.890741147
82,16,2,16254,0.8
18,18,2,16254,0.8
23,10,2,16254,0.8
36,4,15,22323,0.582379608
47,17,13,16542,0.785902551
21,1,13,16623,0.782061601
19,2,12,17104,0.760032156
88,4,12,15695,0.828194329
30,3,9,16289,0.797957517
55,7,19,31498,0.412652867
106,5,12,16414,0.791858779
56,0,12,20194,0.643629791
73,0,19,19125,0.679461438
56,1,11,21500,0.604330233
105,4,11,15528,0.836687275
40,2,14,22138,0.586832144
53,4,13,16223,0.800766196
87,1,10,17182,0.755974857
16,0,17,17743,0.732060531
88,0,9,14398,0.902103764
35,1,28,16380,0.792944444
51,2,12,13601,0.954933461
75,0,12,18029,0.720367186
75,14,12,17930,0.724300056
55,9,13,16265,0.798427913
45,0,10,16243,0.799493936
66,6,11,19395,0.669540088
17,3,11,17840,0.727893498
83,0,15,23927,0.542695281
79,3,10,15382,0.844111949
95,0,11,21191,0.612684158
89,0,27,19072,0.680667471
37,24,2,12612,1.029096099
83,4,9,13319,0.974454539
32,0,19,18632,0.696565586
37,0,8,13952,0.930032253
37,8,9,19206,0.675555556
17,1,14,18224,0.711957858
38,3,19,23134,0.560817844
26,0,6,9201,1.41
31,5,14,16762,0.773958358
95,2,12,19772,0.656129881
74,4,12,15362,0.844348392
25,5,15,19043,0.681099617
40,0,13,17225,0.752977068
53,0,20,18106,0.716303435
24,9,18,16076,0.806742971
74,5,13,20273,0.63970552
49,6,27,14499,0.894444444
39,2,10,17017,0.762009167
34,0,14,15355,0.844429827
85,6,15,18889,0.686430727
20,1,2,24464,0.53
77,3,2,24464,0.53
47,13,13,14121,0.918129028
79,6,14,22758,0.569623869
61,3,18,17516,0.74005652
21,0,17,23480,0.551917802
84,2,19,19301,0.671394228
29,1,14,20748,0.624566705
81,0,6,16885,0.767407166
35,0,9,18015,0.719220649
41,1,17,15405,0.841021097
12,0,14,19257,0.672679545
80,1,9,18689,0.693122692
99,2,13,22072,0.586816781
24,8,6,17723,0.730741409
40,0,20,22536,0.574617945
51,2,7,15954,0.811663533
53,6,12,18101,0.715388653
30,0,12,17133,0.755771319
78,0,12,15579,0.831150266
79,3,11,21530,0.601357641
77,19,4,22880,0.565874126
78,2,14,19209,0.674006455
96,0,12,18783,0.689275409
32,9,6,19073,0.678768416
30,0,16,21988,0.588773877
13,5,11,11970,1.081522974
97,9,8,21443,0.603714499
102,3,11,14266,0.907421842
45,5,19,20692,0.625528707
18,2,10,13825,0.936198192
14,0,13,20100,0.643904478
30,7,13,13894,0.931483374
103,4,8,20596,0.628354535
31,0,15,15774,0.820386712
48,1,13,18614,0.695211131
82,7,19,19487,0.664044235
32,0,16,18623,0.694833271
30,1,13,21397,0.604729635
62,12,3,16081,0.804635906
76,1,17,20183,0.641086558
106,1,15,16045,0.80636273
71,1,7,13988,0.924939234
83,0,12,15651,0.826589355
24,0,13,19156,0.675286594
29,0,11,14348,0.901550739
67,5,20,19561,0.661263228
14,0,16,18365,0.704197659
20,7,6,17769,0.727787157
45,2,8,19837,0.651899985
72,6,17,18767,0.689054191
69,1,16,19195,0.673679083
50,4,13,16382,0.789284581
78,1,22,13869,0.93217175
23,0,24,18187,0.710834662
85,3,13,22227,0.581616502
53,0,20,18559,0.696553155
14,9,2,15208,0.85
23,4,11,17677,0.731202693
13,0,19,16561,0.780454079
68,0,8,20897,0.618434704
31,0,3,24381,0.53
75,19,8,23492,0.55
19,1,15,22434,0.575905768
20,0,20,21049,0.613746971
22,8,2,15199,0.84989802
83,3,15,16746,0.771377045
20,10,11,18736,0.689426772
96,2,9,23376,0.552577858
17,2,12,17789,0.726117826
79,6,7,12632,1.022486542
88,1,11,16345,0.790197614
52,0,17,22982,0.561971108
45,4,14,22899,0.564004978
31,2,10,15962,0.809112893
16,0,9,21265,0.607314837
74,0,20,23336,0.55341661
44,1,21,22783,0.566844577
28,3,12,16213,0.796512058
63,1,14,19077,0.676889448
99,3,17,18394,0.702019137
43,0,17,18616,0.693602278
67,4,10,20156,0.640590395
101,1,15,15695,0.822659446
76,1,18,17559,0.735304402
17,0,12,26872,0.480391113
35,0,17,17677,0.730226283
24,5,12,16107,0.801343515
32,4,16,17868,0.722331542
109,4,12,18586,0.6944017
15,0,12,18444,0.699740837
93,0,10,20004,0.64510198
41,0,9,17714,0.728481992
39,6,13,27094,0.47625489
73,0,12,21761,0.59296264
33,1,12,16196,0.796622623
42,6,11,17997,0.716876702
18,2,9,20676,0.623971755
20,5,9,18476,0.698246374
25,6,11,16484,0.782555205
43,0,12,19798,0.651550157
25,4,3,17264,0.747183735
15,4,13,18289,0.705266554
44,7,8,15378,0.838754064
27,2,13,15249,0.845834481
48,0,12,15479,0.83321274
34,0,12,18476,0.697969799
30,3,15,24396,0.528575176
62,0,10,18384,0.701337032
23,7,12,16268,0.792506762
14,1,11,15037,0.857363836
13,0,24,17911,0.7197281
97,1,14,21141,0.609752613
54,7,10,13260,0.972113122
27,9,13,18937,0.68061731
89,0,10,17740,0.726503382
26,2,10,16287,0.791307178
18,15,7,16254,0.792857143
80,5,13,18149,0.709971899
98,9,20,13476,0.956131641
22,14,21,13290,0.969503386
100,2,9,15950,0.8078
55,0,14,20145,0.639573095
20,5,14,20773,0.620202667
29,0,12,18532,0.695188863
34,2,13,20012,0.643737757
16,0,26,16897,0.76238208
39,10,14,18284,0.70452308
15,5,7,16291,0.790534037
103,4,9,12894,0.998792462
14,3,8,17369,0.7414428
37,0,19,17405,0.739829934
71,4,13,17091,0.753323387
39,0,18,18054,0.713033677
88,15,4,10840,1.1875
75,5,10,16332,0.788137399
86,0,18,19044,0.675808129
44,12,18,18323,0.702398625
20,1,17,22113,0.582005608
80,2,12,17248,0.746138683
36,1,5,21628,0.59501572
106,0,16,19589,0.656920721
32,13,27,14494,0.887722506
22,0,12,19491,0.660038479
106,2,21,21958,0.585813826
23,13,13,23254,0.553106992
17,0,16,25945,0.495719792
69,2,13,16077,0.799920383
27,17,9,10087,1.274819074
23,0,36,22736,0.565553747
113,0,8,12652,1.016250395
16,7,12,23381,0.549903768
35,2,14,18532,0.693776171
93,1,20,22861,0.562387472
47,4,8,15067,0.853235548
106,3,12,19982,0.643358523
21,4,23,16576,0.775506153
21,5,15,14130,0.909729653
40,2,15,26986,0.476326243
112,3,7,9730,1.321035971
81,2,13,20035,0.641558772
15,0,12,12617,1.018656574
39,0,13,23304,0.551493306
82,0,17,17856,0.719744624
52,3,10,18112,0.709526833
67,0,21,24826,0.51754169
92,8,7,18399,0.698314039
87,1,11,17723,0.724941601
106,1,17,20250,0.634471111
32,3,8,19224,0.668316687
98,0,19,20107,0.638902372
111,2,17,16922,0.759151991
26,8,12,18659,0.688406667
80,1,10,15718,0.817172668
32,3,11,20110,0.638581303
73,3,7,15894,0.807969674
36,3,10,20065,0.639982557
26,12,18,13184,0.974002579
67,0,16,14505,0.885250603
79,6,11,19065,0.673495935
47,3,18,21115,0.608086668
24,4,11,17071,0.7521311
15,0,8,17588,0.729953946
15,2,13,18616,0.689616459
38,2,11,18983,0.676248749
65,4,13,22213,0.577908432
29,3,16,17851,0.719112095
22,4,14,23557,0.544922953
33,2,17,14648,0.876307346
39,2,25,18387,0.698063306
57,0,18,18266,0.702674915
56,8,13,18092,0.70943124
57,10,12,16453,0.780085699
39,3,21,14687,0.873827194
41,1,10,13103,0.979358925
19,0,10,18537,0.692193451
54,9,11,20414,0.628485353
41,3,13,19123,0.670905716
32,3,10,18083,0.709443676
39,1,20,18101,0.708667477
92,0,9,17789,0.721050087
86,4,6,10366,1.237322979
79,4,9,21149,0.606388009
14,0,10,20228,0.633982104
73,3,15,13821,0.927803343
26,7,9,14721,0.871041369
77,1,7,18831,0.680900112
54,2,19,18588,0.689700882
19,0,18,20427,0.627575268
72,2,4,10584,1.211206538
38,6,12,15300,0.837860784
64,16,12,20778,0.616950621
18,1,16,26651,0.480974823
97,2,5,14210,0.902
40,1,7,19894,0.644285714
37,4,12,20046,0.639334032
69,2,8,16616,0.77125
74,0,25,13807,0.928035055
28,3,15,16506,0.776250454
14,0,20,20710,0.618656205
77,1,18,15327,0.83588243
47,9,12,14959,0.856347349
21,0,12,20707,0.618620273
93,9,12,23926,0.535373652
28,0,12,17791,0.719979203
20,0,12,16645,0.769429258
31,0,24,15839,0.80851127
56,0,16,20893,0.612916766
28,3,12,16173,0.791765906
42,1,17,19398,0.660091762
28,13,6,15778,0.811414628
48,1,13,19172,0.667750887
101,5,11,16350,0.782995107
52,2,24,15646,0.818115173
30,6,12,13792,0.928082947
14,5,7,12425,1.030151308
102,7,3,17301,0.739712155
13,0,8,11789,1.085566206
23,3,12,15358,0.833235447
37,8,8,17718,0.72224969
37,0,18,18315,0.698693421
90,0,12,22830,0.560485326
19,2,10,18936,0.675687579
84,0,13,22030,0.580779846
25,5,15,19230,0.665331253
46,2,18,16175,0.79095456
102,0,13,20590,0.62135017
78,2,12,23052,0.554973104
53,6,9,16176,0.790862389
40,0,18,13309,0.961206702
28,5,12,17242,0.741930171
43,0,21,19693,0.649474433
21,11,8,15406,0.830186291
13,7,6,25836,0.495014708
34,0,8,14066,0.909157543
29,0,12,15313,0.835111996
33,1,11,21770,0.587414791
47,16,13,18070,0.707692308
90,4,16,23026,0.555364371
78,4,14,19305,0.662395234
98,3,19,22499,0.568358594
19,1,13,19474,0.656637568
48,0,16,16396,0.77987375
93,2,6,16070,0.795654636
51,0,18,16649,0.767960838
83,9,9,15032,0.850540846
25,1,9,16172,0.790468093
32,2,11,23791,0.537304023
18,18,2,12416,1.029555412
96,0,14,17146,0.745495159
56,0,14,18225,0.701071056
90,2,12,17629,0.724747859
16,0,15,15787,0.809301957
52,0,23,24783,0.515531211
74,3,17,15662,0.815757885
41,0,7,16151,0.790988793
28,2,15,20324,0.628573116
66,0,13,15563,0.820850093
52,1,13,15079,0.847155647
54,0,8,13107,0.9745243
84,1,10,19953,0.640120784
33,0,16,17097,0.747048605
55,1,14,14516,0.879835354
40,0,12,20376,0.626766294
15,7,8,14428,0.885135154
35,2,9,17923,0.712447693
24,0,8,14404,0.886464871
41,11,13,15013,0.850502897
29,4,12,15775,0.809405388
32,2,12,21179,0.602813164
29,6,5,12524,1.019323698
113,0,15,20038,0.637055095
92,0,15,21603,0.59088784
15,4,12,18622,0.685476318
46,3,18,19046,0.670086107
25,15,6,18467,0.691081388
23,11,11,16590,0.769189271
89,1,16,21578,0.591362035
16,2,12,18502,0.689597881
92,1,28,23120,0.551758218
31,0,10,16072,0.793698357
92,3,15,18641,0.684305027
86,9,8,14202,0.898183354
48,3,14,17978,0.709459339
86,0,16,22753,0.560541467
20,0,15,19496,0.654181883
32,8,13,13412,0.950913361
43,1,18,20231,0.630393456
18,2,13,20028,0.636738566
32,2,10,17512,0.728176679
64,2,18,23957,0.53223609
20,1,15,16514,0.771983166
77,2,14,19870,0.641583291
22,0,17,16480,0.773516383
61,5,27,19126,0.666457179
15,3,11,17783,0.716759264
23,5,14,19620,0.649644241
105,11,7,12240,1.04130719
47,2,13,20756,0.614020042
23,4,12,14920,0.854176944
32,2,20,21451,0.594092117
71,0,10,16151,0.78904526
32,1,10,17822,0.715033666
18,6,9,15864,0.80325643
63,3,10,21061,0.605025877
39,0,17,20394,0.624775914
24,5,10,13024,0.978298526
78,0,12,17468,0.729278681
23,0,14,17825,0.714655259
39,5,15,16345,0.779234017
52,16,5,16956,0.751147087
30,0,22,17915,0.710935529
101,18,2,12780,0.996553991
23,16,8,19621,0.649067326
70,14,12,21589,0.589835101
56,0,12,17960,0.708975501
52,0,15,17011,0.748453354
34,0,7,8687,1.465614136
41,4,13,19343,0.658194696
91,1,11,29285,0.434739286
70,4,8,15517,0.820356383
36,1,23,15638,0.813969178
86,4,12,23741,0.536143802
35,0,20,15921,0.799423403
100,0,10,12293,1.035302205
35,13,13,18101,0.703093752
32,9,9,13897,0.915762395
28,3,17,16244,0.78340495
14,1,11,19702,0.645900924
31,1,8,18576,0.685
53,3,9,18557,0.685669559
54,0,10,16325,0.779400919
15,4,13,16171,0.786819615
17,1,3,20188,0.630256588
39,2,8,15137,0.840488208
82,0,15,16183,0.786000742
28,3,12,17283,0.735949777
82,2,17,17496,0.72695759
75,3,14,18663,0.681452071
76,5,14,20008,0.635610256
78,2,8,9264,1.372739637
83,0,16,16839,0.755200428
15,6,14,16726,0.760285783
37,0,19,16840,0.755124109
20,3,4,18389,0.691508511
48,7,12,15838,0.802869049
63,5,11,15587,0.815722076
50,0,10,16320,0.779045956
33,1,9,14913,0.852521961
104,1,24,21500,0.591181395
91,0,10,17207,0.738605219
72,2,11,13257,0.958669382
26,4,10,13758,0.923746911
25,3,7,12240,1.038154412
53,1,9,17703,0.717777778
38,2,15,18569,0.684274328
84,1,12,20069,0.633117744
25,7,8,10641,1.194064468
28,1,19,18401,0.690502147
55,0,18,16798,0.756368615
24,4,12,23631,0.537659854
15,1,12,22524,0.56405967
44,0,9,24098,0.527215952
21,4,8,14316,0.887402906
73,7,6,13871,0.915745801
52,1,2,15212,0.835
97,0,12,16657,0.762525665
22,6,12,18696,0.679325524
79,4,9,25690,0.494363176
60,0,6,24486,0.518659642
90,0,17,21150,0.600459574
46,21,5,14637,0.867595819
28,5,15,20622,0.615791388
33,8,12,15879,0.799661188
17,3,14,21655,0.586336181
20,0,12,16572,0.766171253
70,2,8,13704,0.926513427
20,0,13,17839,0.711743932
18,0,8,19966,0.635875989
63,1,14,17406,0.729375503
88,0,11,20609,0.616016304
35,1,20,16088,0.78910368
68,11,12,21544,0.589177961
28,8,7,15787,0.80402293
32,0,8,17997,0.705222537
28,3,11,18925,0.670586526
18,1,16,17852,0.710853126
73,2,16,19877,0.638387584
16,4,11,12827,0.989228191
47,1,14,14573,0.870642284
30,1,25,18563,0.683496741
35,0,21,18197,0.697157224
36,5,13,21792,0.582067272
77,0,18,17548,0.72275416
16,0,19,17426,0.727813612
68,0,8,22102,0.573824993
49,0,11,20919,0.606250777
50,3,20,19379,0.654387223
36,4,9,10245,1.237780381
36,3,17,23971,0.52901506
38,0,12,19821,0.639733111
94,0,17,20435,0.620487888
28,0,18,19526,0.649277374
57,2,8,14608,0.867849808
36,3,13,21857,0.580014641
17,5,10,8903,1.423916657
102,2,14,15801,0.80228783
37,2,15,16612,0.763069468
88,0,19,14183,0.893722767
20,0,10,19871,0.637893916
12,2,12,15409,0.822588747
92,1,14,16096,0.787314861
29,7,8,15864,0.79875
91,0,9,16028,0.790527202
92,6,9,15446,0.820266736
36,0,15,16231,0.7805662
80,0,13,15033,0.842611588
34,0,14,18083,0.70048941
18,2,2,15168,0.835
41,1,2,15168,0.835
44,0,13,24413,0.518787122
52,4,13,18469,0.68566192
62,4,14,19061,0.664304076
68,11,3,16454,0.769539322
72,5,7,24178,0.52362561
26,1,15,16850,0.751335905
24,0,13,17672,0.716238117
98,0,11,15949,0.79361402
29,1,19,28789,0.43964674
49,3,10,19480,0.649688398
14,0,40,14416,0.877905105
42,0,15,17918,0.706290881
19,2,12,16663,0.759481486
51,3,15,19324,0.654892362
73,1,8,18576,0.68125
76,3,9,15764,0.802675082
40,1,15,16324,0.775132933
31,2,9,24338,0.519861123
21,15,12,15957,0.792730463
46,0,8,17982,0.703444
35,2,13,15621,0.809708725
101,0,12,24042,0.526034024
22,3,13,16219,0.779720698
54,3,12,21182,0.596997923
96,2,14,20463,0.617939696
17,1,16,21979,0.575261386
82,4,8,15980,0.791205882
12,0,14,23744,0.532479363
75,9,7,19754,0.64
18,0,16,19630,0.644039735
97,2,10,16905,0.747855072
36,0,9,15259,0.828489416
24,7,14,15788,0.80067773
90,4,13,17489,0.72275659
30,11,10,13190,0.958313116
33,3,11,16996,0.74371205
108,1,13,17948,0.704224983
26,7,15,19579,0.645550335
13,0,11,16514,0.765323968
49,2,11,21436,0.589541892
30,1,7,16105,0.784614716
21,0,16,23037,0.548509355
109,0,23,17224,0.733617627
21,4,7,15484,0.816035262
17,0,11,21304,0.593066091
45,2,19,16808,0.751674798
42,0,16,18595,0.679418123
43,3,13,17508,0.721598698
16,2,13,15498,0.815140018
18,2,11,20308,0.622062241
79,0,18,17174,0.735444276
18,0,10,16403,0.769986588
83,2,12,15881,0.79520811
96,0,7,13101,0.963922601
24,9,11,17176,0.735222403
44,13,13,14571,0.866663235
36,2,6,21952,0.575164905
78,3,24,16834,0.750006534
43,2,14,18683,0.675758176
25,1,17,18161,0.695173173
16,3,16,18685,0.675655874
50,0,15,18597,0.678811636
55,7,11,21439,0.588822706
28,16,11,18738,0.673676486
70,0,13,20249,0.623404119
18,4,12,20792,0.607115718
81,0,10,19290,0.654358217
20,1,10,16389,0.770115931
12,3,13,10037,1.257487297
47,3,20,23415,0.538999359
48,1,9,21953,0.574889537
91,3,12,22195,0.568610948
53,2,19,20398,0.618663594
51,0,17,18511,0.681721679
73,7,11,16062,0.785660565
100,15,11,13366,0.944096962
14,14,2,20188,0.625
58,5,21,21620,0.583550416
35,2,17,21504,0.586691778
68,5,10,17502,0.720703348
68,4,12,18902,0.667307692
15,0,19,23182,0.544092399
61,3,12,14796,0.852439849
18,17,4,17979,0.701510095
63,3,16,16720,0.754212919
27,1,8,16218,0.777551486
100,4,8,14938,0.844103628
44,16,11,19370,0.65080795
53,3,8,17514,0.719747059
83,2,17,21571,0.584339623
73,10,13,16662,0.756466811
20,12,12,17957,0.70187949
57,0,15,19702,0.639705106
24,4,13,21192,0.594718762
85,11,6,8402,1.5
23,0,19,16170,0.779368584
19,0,14,18590,0.677852609
54,0,13,20561,0.612871942
43,0,11,14597,0.863257519
23,4,9,16135,0.780924698
32,5,11,17130,0.735511384
27,2,15,17255,0.730066647
60,0,15,15996,0.78751938
56,2,16,17684,0.71230095
78,1,16,15461,0.814656879
67,9,12,17397,0.723957579
71,13,6,11393,1.105398051
65,2,18,19412,0.648734803
32,2,11,17355,0.725565543
31,5,15,18195,0.692
85,4,10,16832,0.748006179
74,0,12,19429,0.648019455
61,3,16,16797,0.749547538
60,4,12,14814,0.849817065
22,1,6,12532,1.00455075
42,1,19,27099,0.464533009
81,3,16,17667,0.712488255
42,7,14,16247,0.774759648
110,4,12,15567,0.808602814
19,0,15,19752,0.637262556
66,0,18,23023,0.546714155
83,7,16,16013,0.786001998
17,1,9,18407,0.683768675
32,0,8,8833,1.424876033
47,4,10,16954,0.742352247
79,0,9,16277,0.773146157
23,1,8,14795,0.850526529
70,0,18,19209,0.655072102
41,0,9,18127,0.694152369
25,2,22,20632,0.609851687
67,3,13,17914,0.70236184
12,0,15,18141,0.69354115
86,2,12,14258,0.882402862
31,0,11,18777,0.670033019
26,15,14,17134,0.734273958
32,2,14,17818,0.706081491
23,1,10,18456,0.681648244
24,0,27,17038,0.738334898
18,1,5,24191,0.520017362
21,0,6,20222,0.622060627
15,0,14,20727,0.606904038
21,0,26,17821,0.705810561
74,1,20,20899,0.60177042
101,0,9,17695,0.710712066
74,1,9,17532,0.717317477
16,0,8,13394,0.93890996
30,5,6,27112,0.46382635
69,1,19,17782,0.707135868
94,3,13,21861,0.575187777
19,1,16,22657,0.554920334
16,3,12,18732,0.671095452
49,0,26,14560,0.863336538
15,1,9,13791,0.911415416
13,0,9,15375,0.81750374
32,1,8,15106,0.832050841
15,4,9,19885,0.632063364
53,4,18,15213,0.826121738
50,0,13,19832,0.63369403
36,2,14,16325,0.769786217
25,0,10,19522,0.64371171
62,8,6,13417,0.936610271
15,3,10,13062,0.962057878
31,6,11,13329,0.942783405
41,2,18,26597,0.472450276
31,1,11,12367,1.015822754
97,3,17,14659,0.856973873
102,9,4,23191,0.541682118
13,0,9,14610,0.859830253
17,2,15,21287,0.59010241
21,0,16,16508,0.760918948
97,15,14,15418,0.814697107
15,4,9,17738,0.70813846
67,9,14,34841,0.360508309
97,1,8,21376,0.5875
19,0,28,18581,0.675868898
14,2,11,21386,0.587167773
62,0,14,20587,0.609937339
29,7,11,15739,0.797727937
24,3,13,21058,0.59621664
23,20,6,15858,0.791666667
93,4,11,19747,0.635727452
15,5,18,18218,0.689017455
